Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
Blast.Club,https://blast.club/,"Paris, France","Andorra,Belgium,France,Germany,Italy,Luxembourg,Portugal,Spain","3. Early Revenue,4. Scaling,5. Growth","We invest in French and European entrepreneurs (generalist thesis, marketplaces, fintech, insurtech, IoT, web3, SaaS, deeptech, hardware, medtech, AI, consumer, DNVB) from Seed to Series B.",VC,"$500,000","$5,000,000"
Bleu Capital,https://www.bleucap.com/,"110 E 25th St, New York, NY 10010","USA,France","3. Early Revenue,4. Scaling,5. Growth","We invest in companies that will disrupt the way we live, spend and consume, and the tools and platforms that make this change possible.",VC,"$150,000","$1,000,000"
Blisce/,https://blisce.com/,"28 cours Albert 1er, 75008, Paris, France","France,USA,UK,Germany,Netherlands,Sweden,Denmark,Norway,Spain,Italy,Finland",5. Growth,We invest in the future of B2C.,VC,"$10,000,000","$20,000,000"
Bloc Ventures,https://www.blocventures.com/,London,"Belgium,Finland,France,Germany,Netherlands,Norway,Spain,Sweden,UK,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth","We invest in ambitious entrepreneurs building products across cloud, connectivity, data science and security with the potential to impact whole industries. That includes AI, machine learning, cloud computing, cybersecurity, HPC, IoT, quantum computing and wireless connectivity / networking to name a few areas.",VC,"$200,000","$6,000,000"
Block City Ventures,,"Orlando, FL",USA,"2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in founders building out the Bitcoin and Lightning ecosystem.,Other,"$10,000","$100,000"
Block Dojo,https://blockdojo.io,"Plexal Park London, The Press Centre, Here East, 14 East Bay Lane,, London, London E20 3BS, GB",UK,1. Idea or Patent,We incubate any founder looking to build in Web3,"Incubator, Accelerator","$10,000","$10,000"
Blockchain Founders Capital,https://www.bfc.vc/,"Neustadt an der Weinstrasse, Germany","USA,Canada,Germany,UK,Sweden,France,Netherlands,UAE,Singapore,India,Spain,Italy,Switzerland,Austria,Belgium,Denmark,Norway,Finland,Estonia,Poland,Czech Republic","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in early-stage SaaS companies on the frontiers of the internet.,VC,"$200,000","$300,000"
Blockchain Founders Fund,https://blockchainff.com/,Singapore,"Central African Republic,Canada,USA,India,Indonesia,Singapore,Vietnam,France,Portugal,Spain,UK,Israel","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in pre-seed to seed stage, blockchain, crypto, and web3 startups. We seek companies early, under $25M in valuation. ",VC,"$200,000","$1,000,000"
Blockrocket,https://www.blockrocket.io/,"Taunusanlage 8, 60329 Frankfurt am Main, Germany","Germany,Austria,Switzerland,France,Luxembourg,UK,USA,Canada,Spain,Portugal,Singapore,UAE,Denmark,Belgium,Netherlands","2. Prototype,1. Idea or Patent,3. Early Revenue",We invest in early-stage blockchain startups.,VC,"$100,000","$500,000"
Blu Ventures,https://www.bluventureinvestors.com/,"1577 Spring Hill Rd, Vienna, VA 22182","USA,Canada","3. Early Revenue,4. Scaling",We invest in US/Canada based Enterprise SaaS startups with a focus on security solutions with $100K+ ARR,VC,"$50,000","$1,000,000"
Blue 9 Capital,https://www.blue9capital.com/,New York,USA,"3. Early Revenue,4. Scaling","We invest in FinTech, Ecommerce Tech, and blockchain startups",Family office,"$50,000","$2,000,000"
Blue Collective,https://bluecollective.com/,"New York, United States",USA,"2. Prototype,3. Early Revenue,4. Scaling","We invest in pre-Series A companies (Pre-Seed and Seed). We are NOT thesis-driven in the way most VCs are. Our strategy is to invest in great founders in the earliest days of building a company and to invest broadly across industry, category, theme, trend, etc. Great founders at early stage with big ideas - that's our thesis (if we had to write it out)",VC,"$200,000","$2,000,000"
Blue Future Partners,https://www.bfp.vc/,"Waltherstraße 23, Munich, Germany","USA,UK,Israel,Germany,Singapore,Austria","4. Scaling,5. Growth",We invest in enterprise SaaS and Industry 4.0,VC,"$2,000,000","$5,000,000"
Blue Heron Capital,https://www.blueheroncap.com/,"1519 Summit Ave, Suite 200, Richmond, VA 23230, United States",USA,"4. Scaling,5. Growth,3. Early Revenue",We invest in differentiated platforms in the healthcare and technology industries with $2M+ in ARR.,VC,"$2,000,000","$8,000,000"
Blue Wire Capital,https://www.bluewirecapital.com/,"London, GB","Canada,USA,Armenia,Austria,Denmark,Estonia,Finland,France,Germany,Greece,Iceland,Ireland,Italy,Liechtenstein,Lithuania,Netherlands,Norway,Poland,Portugal,Russia,Spain,Sweden,Switzerland,UK,Israel,Turkey,Australia,New Zealand","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in pre-seed and seed rounds. We are sector-agnostic and our cheque size is between $350k and $1mn.,VC,"$300,000","$1,000,000"
Blueberry Muffin,https://www.bbm.ventures/,"Bucharest, Romania",Romania,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in digitally enabled businesses,VC,"$200,000","$1,000,000"
Bluelake Ventures,https://bluelake.vc/,"Raleigh, North Carolina","USA,UK","3. Early Revenue,4. Scaling","We invest in Robotics, A.I., Deep Tech, Future of Work",VC,"$250,000","$2,500,000"
Blueprint Equity,https://www.onblueprint.com/," 674 Via De La Valle #306, Solana Beach, CA 92075","USA,Canada,UK,Australia","3. Early Revenue,4. Scaling,5. Growth",We invest in B2B SaaS startups with $1-7M in ARR,VC,"$5,000,000","$15,000,000"
Blueprint Ventures,https://www.bpv.io/,"Florida, US",USA,"3. Early Revenue,4. Scaling,2. Prototype,1. Idea or Patent","We invest in proptech, fintech, AI/ML",Startup studio,"$100,000","$200,000"
Bluesky Equities,http://www.blueskyequities.com/,"150 9 Ave SW, Calgary, Alberta T2P 3H9, CA","Canada,USA,UK,Australia,Germany,Belgium,Spain,France,Switzerland,Norway,Sweden,Denmark,Mexico,China,South Korea,India","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in global B2B technology companies with >$0 ARR.,Family office,"$50,000","$250,000"
Bluestein Ventures,https://www.bluesteinventures.com,"350 N LaSalle Drive, Chicago, IL 60611",USA,"3. Early Revenue,2. Prototype,1. Idea or Patent,4. Scaling","We invest in early-stage food ventures across the supply chain - both B2C & B2B - including high-growth consumer brands, next-gen commerce, digital technology, and proprietary foodtech. Our focus is Seed to Series A.",VC,"$250,000","$1,500,000"
Blueworld.Group,https://www.blueworld.group/,"Hanauer Landstraße 190, Frankfurt am Main, Hessen 60314, DE","Austria,Belgium,Denmark,Estonia,Finland,France,Germany,Greece,Iceland,Sweden,Switzerland,Luxembourg,Netherlands,Poland,Portugal,Spain,UK,Italy,Ireland","4. Scaling,5. Growth,3. Early Revenue","We invest in ambitious, high-growth companies and more mature business models. Across sectors, approachable, and fair.",VC,"$1,000,000","$15,000,000"
BlueYard Capital,https://blueyard.com/,"Berlin, Germany","USA,Germany,UK,Netherlands,France,Spain,Portugal,Switzerland,Belgium,Austria,Poland,Sweden,Norway,Finland","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in founders with transformative ideas that decentralize markets and empower humanity.,VC,"$500,000","$5,000,000"
Blumberg Capital,https://blumbergcapital.com/,"432 Bryant St, San Francisco, California 94107, US","USA,Israel","3. Early Revenue,4. Scaling","We invest in early stage ventures, solving the biggest problems in technology hot spots around the world. Requirements: B2B, $500k+ ARR",VC,"$500,000","$5,000,000"
Blume Equity,https://blumeequity.com/,"50 Grosvenor Hill, London, W1K 3PZ","UK,Germany,France,Norway,Sweden,Austria,Italy,Spain,Portugal,Denmark,Finland,Ireland,Belgium,Netherlands","4. Scaling,5. Growth","We invest in climate related SaaS, and hardware with $3m+ ARR ",VC,"$5,000,000","$15,000,000"
BoCG Ventures,https://www.bocgventures.com/,"555 Flower St 51st Floor, Los Angeles, CA 90071, United States","USA,Netherlands,UAE",3. Early Revenue,We invest in tech. BoCG Ventures is an antifragile investment and venture operating firm investing in tech-enabled companies.,PE fund,"$250,000","$2,000,000"
Boka Capital,https://www.boka-group.com/,"1330 Avenue of the Americas, 23rd Floor, New York, NY 10019","Australia,Canada,UK,USA","5. Growth,4. Scaling","We invest in growth stage defense, emerging and deep tech companies with a socially responsible mission-driven approach that transcends traditional verticals and business models to solve crucial global issues. Our portfolio includes companies that are able to demonstrate proven advanced technologies; Recognize government as a critical stakeholder and customer; Contribute to the prosperity of democracies and remain dynamic to tackle today's challenges facing the USA, AUKUS, and allies",VC,"$1,000,000","$80,000,000"
Bonfire Ventures,https://www.bonfirevc.com/,"725 Arizona Avenue, Los Angeles, CA 90401",USA,"2. Prototype,3. Early Revenue",We invest in B2B technology at the seed stage. We take a hands-on approach and get as involved as our founders want us to be.,VC,"$1,000,000","$2,000,000"
Bonsai Partners,https://bonsaipartners.eu/,"Calle de Zurbano, 76, Madrid, Community of Madrid 28010, ES","Spain,France,Italy,UK,Austria,Germany,Poland,Andorra,Ireland,Netherlands,Greece,Switzerland,Belgium,Finland,Portugal","3. Early Revenue,4. Scaling,5. Growth","We invest in in marketplaces + SaaS
Multistage (from Seed to Series D)
Primary and secondary deals.",VC,"$2,000,000","$6,000,000"
Bonventure,https://www.bonventure.de/,Ridlerstr. 33 D-80339 München,"Germany,Austria,Switzerland","3. Early Revenue,4. Scaling","We invest in late Seed and Series A companies across Europe, with a focus on DACH region, driving true impact in Digital Health, Equality & Education, Climate & Nature, and Sustainable Consumption.",VC,"$1,000,000","$2,000,000"
Bookmark Capital,https://zenventures.typeform.com/to/LsBxwDga,"1 Dock 72 Way, NY 11205 United States",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in Budding New Writers, Authors & Media Platforms.",VC,"$10,000","$200,000"
Boomerang Ventures,https://www.boomerang.vc,"Indianapolis, Indiana, United States",USA,"1. Idea or Patent,3. Early Revenue,4. Scaling","Boomerang Ventures is a venture fund and studio focused on “connected health technology,” investing in tech-enabled medical devices, healthcare informatics, and innovative care models. ",VC,"$250,000","$5,000,000"
Boost Capital Partners,https://boostcp.vc/,"Berkeley Square House, 3rd floor, London, W1J 6BU, GB","UK,Germany,Argentina,Mexico,Colombia,Brazil,France,Finland","3. Early Revenue,2. Prototype,1. Idea or Patent",We invest in all industries at the pre-seed or seed stage,VC,"$500,000","$1,000,000"
Boostart,https://www.boostart.vc/,"Av. Jaime Balmes 8 CDMX, Mexico","Argentina,Colombia,Mexico",1. Idea or Patent,"We invest in Fintech, Proptech, Entertaiment, Sports, Travel","Incubator, Accelerator","$25,000","$100,000"
Boot Ventures,https://www.bootventures.com/,"Rue des Pères Blancs 4, 1040 Brussels, Belgium",Belgium,"3. Early Revenue,2. Prototype",We invest in Belgium-based startups. We are a startup studio and seed stage venture capital company based in Brussels that focuses on solving real-world problems with technology.,Startup studio,"$25,000","$200,000"
Boring Ventures,https://boringventures.de,"Vogelsanger Straße 197 a, Cologne, North Rhine-Westphalia 50825, DE",Germany,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in and build cash-flow positive businesses, bridging the gap between bootstrapping and venture capital.
",Startup studio,"$50,000","$250,000"
Boundless Ventures,https://www.boundlessvc.com/,"Motilal Oswal Tower, Prabhadevi, Mumbai, 400025","USA,India","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in AI-native founders from inception, investing at the intersection of AI, deep tech, and frontier innovation. We support startups building ML and generative AI with global ambition — often born in India, built for the world. We invest in foundational models, LLMs, vertical AI (healthtech, edtech, fintech), MLOps, AI infra, custom chips, robotics, responsible AI, generative AI (text, image, video), and autonomous systems like AI agents.",VC,"$100,000","$500,000"
Bouygues Développement,https://www.bouyguesdev.fr/,"32, Avenue Hoche, Paris, Île-de-France 75008, FR",France,"3. Early Revenue,2. Prototype","We invest in construction tech, proptech, energy & services, media, telecoms (networks, cyber, cloud, IA) and media. 
  ",Corporate VC,"$110,000","$1,100,000"
Bowery Capital,https://bowerycap.com/,"37 West 20th Street, New York, NY 10011, US","USA,Canada","2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in seed-stage B2B SaaS and B2B marketplace companies looking to modernize business through technology.,VC,"$750,000","$2,000,000"
Bpifrance,https://www.bpifrance.fr/,"27 Av. du Général-Leclerc, 94700 Maisons-Alfort, France",France,"3. Early Revenue,2. Prototype,4. Scaling,5. Growth,6. Pre-IPO",We invest in French companies from early-stage to IPO.,Public fund,"$500,000","$100,000,000"
Brad Collins,,Denver,USA,"2. Prototype,3. Early Revenue","I invest in B2B SaaS, primarily HR Tech / Work Tech.",Solo angel,"$1,000","$10,000"
Brand Capital,https://www.brandcapitalus.com/,"303 Twin Dolphin Dr, Redwood City, CA 94065","USA,UK,Canada,Singapore,Australia,New Zealand,Hong Kong,India,France,Germany,Israel","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in stage and sector agnostic companies that are looking to expand to India.,VC,"$500,000","$5,000,000"
